OWNERID,ADOPTIONNUMBER,ANIMALID,ANIMALNAME,BASECOLOURID,BREEDID,BREEDNAME,DATEOFBIRTH,SEX,COMBITESTRESULT,FLVRESULT,DECLAWED,SHELTERLOCATION,DATEBROUGHTIN,MOSTRECENTENTRYDATE,ANIMALAGE,WEIGHT
10663,15295,8185,Grimm,74,261,Domestic Short Hair,10/1/13,1,2,1,0,8,10/18/19,10/18/19,6 years 3 months.,12.9
499,12753,7077,Pearl,2,261,Domestic Short Hair,4/4/19,0,1,1,0,32,5/2/19,5/2/19,8 months.,2.58
7101,15690,8758,Pigeon (Marzipan),79,261,Domestic Short Hair,1/25/17,1,2,1,0,5,1/30/20,1/30/20,4 years 1 month.,8.94
10426,15022,8410,Acorn,1,261,Domestic Short Hair,8/1/19,0,1,1,0,35,11/11/19,11/11/19,8 months.,3.7
3744,4497,2374,Little Dave (Linus),78,261,Domestic Short Hair,8/10/16,1,1,1,0,4,11/9/16,11/9/16,2 years 6 months.,4.63
9603,13827,7695,Titus,68,261,Domestic Short Hair,4/22/19,1,1,1,0,31,8/15/19,8/15/19,8 months.,3.98
6573,9163,5020,Lucky Charm (Laverne),1,261,Domestic Short Hair,4/11/18,0,1,1,0,19,6/6/18,6/6/18,2 years 3 months.,2.55
8770,12566,6965,DJ (PJ),74,261,Domestic Short Hair,2/17/19,0,1,1,0,32,4/9/19,6/3/19,8 months.,3.17
8616,12329,6965,DJ (PJ),74,261,Domestic Short Hair,2/17/19,0,1,1,0,32,4/9/19,6/3/19,8 months.,3.17
8603,12305,6965,DJ (PJ),74,261,Domestic Short Hair,2/17/19,0,1,1,0,32,4/9/19,6/3/19,8 months.,3.17
9382,13492,7378,Spock,62,261,Domestic Short Hair,4/26/19,1,1,1,0,31,6/26/19,6/26/19,8 months.,2.5
8988,12878,7260,Chuck,1,261,Domestic Short Hair,4/16/19,1,2,1,0,31,6/12/19,6/12/19,1 year 9 months.,3.61
10279,14810,8265,Moony,69,261,Domestic Short Hair,7/9/19,1,1,1,0,32,10/30/19,10/30/19,8 months.,5.48
152,2919,1003,Max,69,261,Domestic Short Hair,3/22/15,1,1,1,0,9,1/7/16,9/6/17,5 years 5 months.,11.25
5702,8143,1003,Max,69,261,Domestic Short Hair,3/22/15,1,1,1,0,9,1/7/16,9/6/17,5 years 5 months.,11.25
414,1060,385,Max,96,261,Domestic Short Hair,8/22/08,1,1,1,1,9,10/21/14,10/21/14,11 years 3 months.,0
9479,13691,7297,Mercury,6,261,Domestic Short Hair,4/1/19,0,1,1,0,19,6/14/19,6/14/19,8 months.,5.13
10766,15451,8637,Telluride,68,252,Domestic Medium Hair,12/27/14,1,1,1,0,10,12/28/19,12/28/19,6 years 0 months.,10.4
10415,14983,8151,Munch A Bunch (Otto),68,261,Domestic Short Hair,6/25/19,1,1,1,0,35,10/11/19,10/11/19,8 months.,4.52
10286,14828,8155,Loch Ness Monster,68,261,Domestic Short Hair,6/27/19,0,1,1,0,33,10/17/19,10/17/19,8 months.,5.3
4677,15529,8719,Eros (Freddie),63,252,Domestic Medium Hair,8/2/19,1,1,1,0,19,1/18/20,1/18/20,9 months.,5.39
9906,14319,553,Squirt (Daniel Tiger),96,261,Domestic Short Hair,3/20/14,1,1,1,0,11,2/11/15,9/28/19,6 years 2 months.,11.67
730,1667,553,Squirt (Daniel Tiger),96,261,Domestic Short Hair,3/20/14,1,1,1,0,11,2/11/15,9/28/19,6 years 2 months.,11.67
10220,14771,8200,Norbert,68,252,Domestic Medium Hair,8/12/19,1,1,1,0,33,10/22/19,10/22/19,8 months.,3.64
7582,11827,6462,Vicki (Krampus),89,261,Domestic Short Hair,12/11/16,0,1,1,0,17,1/4/19,1/4/19,3 years 11 months.,6.36
249,614,170,Bree,74,261,Domestic Short Hair,3/27/14,0,1,1,0,3,5/8/14,8/16/14,6 years 0 months.,0
312,772,170,Bree,74,261,Domestic Short Hair,3/27/14,0,1,1,0,3,5/8/14,8/16/14,6 years 0 months.,0
9708,14132,7490,Impa,64,252,Domestic Medium Hair,4/4/19,0,1,1,0,34,7/17/19,7/17/19,8 months.,5.11
10233,14737,8043,Bourbon,1,261,Domestic Short Hair,8/1/19,1,1,1,0,33,10/18/19,10/18/19,8 months.,3.28
7179,10949,6356,Bonnie,62,261,Domestic Short Hair,11/21/17,0,1,1,0,24,11/21/18,11/21/18,2 years 7 months.,0
6757,12060,6955,Beau (Matthis),68,261,Domestic Short Hair,12/11/18,1,1,1,0,16,4/9/19,4/27/19,1 year 0 months.,4.56
8328,12146,6955,Beau (Matthis),68,261,Domestic Short Hair,12/11/18,1,1,1,0,16,4/9/19,4/27/19,1 year 0 months.,4.56
6264,8627,4715,Anthony (Frank),3,261,Domestic Short Hair,3/21/17,1,1,1,0,10,3/30/18,3/30/18,3 years 4 months.,8.46
8630,12226,6828,Snickers,68,261,Domestic Short Hair,2/28/14,1,1,1,0,9,2/27/19,2/27/19,6 years 2 months.,11.8
9488,13708,7684,Phil,79,261,Domestic Short Hair,4/25/19,1,1,1,0,31,8/1/19,8/1/19,1 year 9 months.,4.15
8505,12059,6849,Valentine (Poppy),64,261,Domestic Short Hair,3/5/15,0,1,1,0,9,3/5/19,3/5/19,5 years 10 months.,11.2
9239,13257,7367,Hanz,68,243,Domestic Long Hair,6/19/14,1,1,1,0,9,6/25/19,6/25/19,5 years 3 months.,16
4610,14157,8139,Suki,62,261,Domestic Short Hair,6/28/19,0,1,1,0,24,9/25/19,9/25/19,1 year 8 months.,0
10980,15832,8851,Darling,1,261,Domestic Short Hair,8/16/18,1,1,1,0,11,2/23/20,2/23/20,1 year 6 months.,10.4
5064,6178,3053,Amadeus,63,261,Domestic Short Hair,4/6/10,1,1,1,0,7,4/28/11,6/9/17,10 years 6 months.,16.48
4458,5148,3053,Amadeus,63,261,Domestic Short Hair,4/6/10,1,1,1,0,7,4/28/11,6/9/17,10 years 6 months.,16.48
6251,8581,4612,Augustine,74,261,Domestic Short Hair,8/14/16,1,1,1,0,8,3/9/18,3/9/18,3 years 8 months.,9.62
10021,14475,8113,Magdalena,81,261,Domestic Short Hair,5/22/19,0,1,1,0,31,10/2/19,10/2/19,8 months.,4.45
11310,16121,8961,Ragnarok,3,261,Domestic Short Hair,3/11/17,1,2,1,0,3,3/22/20,3/22/20,3 years 3 months.,12.1
4080,4833,2596,Countdown,62,261,Domestic Short Hair,5/1/16,1,1,1,0,4,1/12/17,2/16/17,1 year 6 months.,8.06
3973,4689,2596,Countdown,62,261,Domestic Short Hair,5/1/16,1,1,1,0,4,1/12/17,2/16/17,1 year 6 months.,8.06
10394,14928,7671,Moonbeam,1,252,Domestic Medium Hair,5/15/19,0,1,1,0,32,7/29/19,11/29/19,1 year 4 months.,3.39
9394,13653,7671,Moonbeam,1,252,Domestic Medium Hair,5/15/19,0,1,1,0,32,7/29/19,11/29/19,1 year 4 months.,3.39
4365,5062,2767,Azul (Walter),3,261,Domestic Short Hair,2/23/13,1,1,1,1,16,2/22/17,2/22/17,4 years 8 months.,11.29
10313,16045,8051,Boomerang,74,261,Domestic Short Hair,4/12/18,1,1,1,0,10,9/26/19,9/26/19,1 year 11 months.,12.7
10612,15256,8434,Willy Wonka (Fukutaro),67,261,Domestic Short Hair,8/5/19,1,1,1,0,35,12/8/19,12/8/19,8 months.,4.9
499,13512,7579,Lois,69,261,Domestic Short Hair,5/17/19,0,1,1,0,19,7/23/19,7/23/19,8 months.,3.09
10270,14789,8156,Puff the Magic Dragon (Cooper),74,261,Domestic Short Hair,6/27/19,1,1,1,0,33,10/17/19,10/17/19,8 months.,5.6
9739,14101,7717,Croquet,3,261,Domestic Short Hair,4/23/19,1,1,1,0,32,8/3/19,8/3/19,8 months.,5.18
9727,14038,7714,Rosco Gordon,67,261,Domestic Short Hair,4/8/19,1,1,1,0,32,7/29/19,7/29/19,8 months.,4.94
6282,8604,4769,Mandy,82,261,Domestic Short Hair,4/6/14,0,1,1,0,24,4/6/18,4/6/18,6 years 4 months.,8.2
9869,14259,7764,Scuttle,3,261,Domestic Short Hair,6/26/19,0,1,1,0,33,7/31/19,7/31/19,1 year 3 months.,3.4
10120,14613,8053,Boyd,74,261,Domestic Short Hair,9/12/18,1,1,1,0,5,9/30/19,9/30/19,1 year 5 months.,7.9
11154,15924,8849,Margarita,1,261,Domestic Short Hair,2/14/15,0,2,1,0,3,2/21/20,2/21/20,5 years 1 month.,7.15
1093,2740,985,Benny,79,261,Domestic Short Hair,12/31/05,1,1,1,1,16,1/1/05,12/29/15,15 years 1 month.,11.4
11082,15811,8790,Carly Simon,68,261,Domestic Short Hair,4/30/19,0,1,1,0,32,2/14/20,2/27/20,1 year 1 month.,4.8
10990,15722,8790,Carly Simon,68,261,Domestic Short Hair,4/30/19,0,1,1,0,32,2/14/20,2/27/20,1 year 1 month.,4.8
60,11492,5574,Jack,69,261,Domestic Short Hair,8/9/16,1,1,2,0,19,9/17/18,9/17/18,4 years 3 months.,9.45
10497,15064,8374,Cinnamon,1,261,Domestic Short Hair,8/2/19,0,1,1,0,35,11/11/19,11/11/19,8 months.,4.08
10971,15834,8873,Doyle (Cal),68,243,Domestic Long Hair,2/21/19,1,1,1,0,24,2/22/20,2/22/20,1 year 0 months.,0
10432,15001,8431,Errol,69,252,Domestic Medium Hair,8/5/19,1,1,1,0,35,12/2/19,12/2/19,8 months.,2.9
10658,15312,8520,Cindy Lou Who (Peaches),69,261,Domestic Short Hair,8/5/19,0,1,1,0,35,12/3/19,12/3/19,8 months.,5.6
11286,16091,8921,Funshine,3,261,Domestic Short Hair,7/1/19,0,1,1,0,32,3/11/20,3/11/20,1 year 0 months.,5.25
8592,14403,7941,Fiesta (Luna),3,261,Domestic Short Hair,5/20/19,0,1,1,0,31,9/7/19,9/7/19,8 months.,5.1
10235,15255,7973,Joaquin,68,261,Domestic Short Hair,3/15/19,1,1,1,0,5,9/2/19,9/2/19,10 months.,8.78
5882,8075,4134,Dandelion (Sheba),88,261,Domestic Short Hair,10/20/16,0,1,1,0,5,11/15/17,11/15/17,3 years 4 months.,8.1
17565,24600,8964,Oompa (Charlotte Adelaide),67,261,Domestic Short Hair,7/9/19,0,1,1,0,19,3/17/20,3/25/22,2 years 8 months.,8.8
11281,16059,8964,Oompa (Charlotte Adelaide),67,261,Domestic Short Hair,7/9/19,0,1,1,0,19,3/17/20,3/25/22,2 years 8 months.,8.8
462,1173,368,Tallulah,6,252,Domestic Medium Hair,7/7/14,0,1,1,0,4,10/7/14,10/7/14,5 years 11 months.,0
11123,15861,8697,Gaia,68,261,Domestic Short Hair,1/10/19,0,1,1,0,3,1/18/20,1/18/20,1 year 1 month.,8.7
11093,16296,9044,Avalanche Anderson,62,261,Domestic Short Hair,4/8/13,1,1,1,0,24,4/6/20,4/6/20,7 years 1 month.,9.5
10650,15306,8563,Cocoa,74,243,Domestic Long Hair,2/11/19,0,1,1,0,5,12/27/19,12/27/19,1 year 4 months.,8.5
689,9345,411,Zeda,84,315,Siamese Mix,11/11/13,0,1,1,0,31,11/11/14,5/2/18,5 years 1 month.,10.9
489,1237,411,Zeda,84,315,Siamese Mix,11/11/13,0,1,1,0,31,11/11/14,5/2/18,5 years 1 month.,10.9
10002,14423,7837,Ankylosaurus,68,261,Domestic Short Hair,7/18/19,1,1,1,0,31,8/15/19,8/15/19,9 months.,2.01
4028,4761,2643,Lizzie,3,261,Domestic Short Hair,11/4/16,0,1,1,0,3,1/18/17,12/11/19,3 years 5 months.,10.14
7858,15359,2643,Lizzie,3,261,Domestic Short Hair,11/4/16,0,1,1,0,3,1/18/17,12/11/19,3 years 5 months.,10.14
4081,4802,2633,Alfred,74,261,Domestic Short Hair,2/13/16,1,1,1,0,2,1/26/17,1/26/17,3 years 11 months.,9.15
4287,15347,8221,Trevor (Mickey),74,261,Domestic Short Hair,10/8/14,1,1,1,0,2,10/25/19,10/25/19,5 years 6 months.,13.65
10381,15230,8352,Roller Ghoster,1,261,Domestic Short Hair,9/4/19,0,1,1,0,35,11/11/19,11/11/19,8 months.,3.67
9422,14596,8229,Bones ( Beetlejuice),62,261,Domestic Short Hair,7/9/19,1,1,1,0,19,10/22/19,10/22/19,11 months.,4.18
9278,14700,8223,Rowena Ravenclaw,62,261,Domestic Short Hair,7/9/19,0,1,1,0,33,10/23/19,10/23/19,8 months.,3.6
9611,13865,7485,Kennedy,62,261,Domestic Short Hair,5/16/19,1,1,1,0,19,7/11/19,7/11/19,8 months.,4.7
6115,8429,4596,Sawyer,1,261,Domestic Short Hair,6/7/17,1,1,1,0,3,2/16/18,2/16/18,2 years 8 months.,8.13
11239,16119,8979,Sheba,1,261,Domestic Short Hair,3/5/18,0,1,1,0,19,3/26/20,3/26/20,2 years 1 month.,8.5
6115,11538,6360,Wayne,1,261,Domestic Short Hair,9/13/18,1,1,1,0,4,12/22/18,12/22/18,1 year 5 months.,5.5
10586,15167,8407,Parsnip,62,243,Domestic Long Hair,7/1/19,0,1,1,0,35,11/21/19,11/21/19,8 months.,5.43
10002,14424,7834,Stegosaurus,68,261,Domestic Short Hair,7/18/19,0,1,1,0,31,8/15/19,8/15/19,9 months.,2.13
10979,15698,8773,Antony (Toothless),1,261,Domestic Short Hair,9/16/19,1,1,1,0,31,2/2/20,2/2/20,1 year 0 months.,4.62
11338,16147,8441,Bartholomew,68,261,Domestic Short Hair,11/13/07,1,1,1,0,9,12/6/19,12/6/19,13 years 0 months.,8.49
11339,16142,8852,Poppyseed,66,261,Domestic Short Hair,6/1/19,0,1,1,0,3,2/22/20,3/10/20,1 year 5 months.,5.8
11079,15805,8852,Poppyseed,66,261,Domestic Short Hair,6/1/19,0,1,1,0,3,2/22/20,3/10/20,1 year 5 months.,5.8
11214,15993,8870,Conan,67,261,Domestic Short Hair,2/21/14,1,2,1,0,5,3/4/20,3/4/20,6 years 1 month.,16.11
9992,14419,7946,Lake,3,261,Domestic Short Hair,5/6/19,1,1,1,0,19,9/12/19,9/12/19,1 year 3 months.,5.4
11093,16297,9045,Phylidia Flanders,66,243,Domestic Long Hair,4/7/14,0,1,1,0,24,4/6/20,4/6/20,6 years 0 months.,9.4
9659,14677,8125,Phoebe,82,261,Domestic Short Hair,6/10/19,0,1,1,0,31,10/4/19,10/4/19,2 years 0 months.,4.98
9336,13406,7540,Roz,81,243,Domestic Long Hair,5/20/19,0,1,1,0,32,7/16/19,7/16/19,8 months.,2.44
10108,14581,8143,Clancy,96,261,Domestic Short Hair,7/25/19,1,1,1,0,31,10/5/19,10/5/19,8 months.,3.9
9979,14510,7975,Cirrus,91,261,Domestic Short Hair,7/16/19,1,1,1,0,19,9/5/19,9/5/19,1 year 7 months.,3.17
10372,14925,8401,Firenze,66,261,Domestic Short Hair,7/1/19,0,1,1,0,35,11/8/19,11/8/19,8 months.,3.62
6962,9923,5236,Francis,62,252,Domestic Medium Hair,4/25/18,1,1,1,0,5,7/4/18,7/4/18,1 year 2 months.,5.37
1125,2837,978,Frankie,3,243,Domestic Long Hair,10/14/15,1,1,1,0,2,12/15/15,12/15/15,4 years 3 months.,3.89
5663,7602,4015,Montana (Jersey),6,243,Domestic Long Hair,7/17/17,0,1,1,0,4,11/6/17,11/6/17,3 years 3 months.,4.72
1210,3088,1116,Athena,62,261,Domestic Short Hair,9/17/15,0,1,1,0,8,3/2/16,3/2/16,3 years 8 months.,5.4
11209,16005,8845,Left Eye (Pepper),62,261,Domestic Short Hair,9/3/15,0,1,1,0,2,2/16/20,2/16/20,4 years 7 months.,9.35
5663,19136,10129,Meredith Palmer,74,261,Domestic Short Hair,8/12/20,0,1,1,0,32,8/23/20,8/23/20,8 months.,2.8
4131,4858,2762,Roman,3,261,Domestic Short Hair,9/1/04,1,1,1,0,17,2/21/17,2/21/17,12 years 6 months.,0
5816,8040,4234,Liam (Friday),79,261,Domestic Short Hair,11/6/12,1,1,1,0,10,11/14/17,11/14/17,5 years 6 months.,9.48
9558,13787,7291,Otis,68,261,Domestic Short Hair,6/9/14,1,1,1,0,3,6/13/19,6/13/19,5 years 3 months.,11.4
1723,16004,8420,Little Saint Nick (Griff),63,261,Domestic Short Hair,11/11/13,1,2,1,0,10,12/15/19,12/15/19,7 years 11 months.,10.4
9796,15029,7777,Wobble (Loki),93,261,Domestic Short Hair,7/5/19,1,1,1,0,19,8/2/19,8/2/19,1 year 8 months.,2.87
7562,11116,6278,Wrigley,3,252,Domestic Medium Hair,8/21/18,1,1,1,0,19,11/13/18,11/13/18,1 year 7 months.,4.94
988,2410,796,Perry (Bruce),67,252,Domestic Medium Hair,6/15/15,1,1,1,0,4,9/7/15,9/7/15,4 years 1 month.,4.89
10323,16252,8382,Peanut Butter Jelly Time,3,261,Domestic Short Hair,11/3/14,1,1,1,0,19,11/10/19,11/10/19,5 years 5 months.,14.33
11248,16025,9016,Marilyn,74,261,Domestic Short Hair,9/20/18,0,1,1,0,34,3/24/20,3/24/20,1 year 6 months.,0
10065,14503,7977,Stratus (Little Man),63,261,Domestic Short Hair,7/16/19,1,1,1,0,31,9/5/19,9/5/19,9 months.,2.97
1564,15120,8311,Garcia,94,261,Domestic Short Hair,8/1/19,0,1,1,0,19,10/21/19,10/21/19,8 months.,2.75
2468,9188,5016,Captain Crunch,79,261,Domestic Short Hair,4/11/18,1,1,1,0,19,6/6/18,6/6/18,17 weeks.,2.95
10279,14813,8266,Padfoot,69,261,Domestic Short Hair,7/9/19,1,1,1,0,32,10/30/19,10/30/19,8 months.,4.83
5497,6998,3999,Zinsmeister,102,261,Domestic Short Hair,8/23/17,1,1,1,0,4,10/6/17,10/6/17,7 months.,2.5
5147,6366,3757,Canon,63,261,Domestic Short Hair,8/29/16,0,1,1,0,24,8/29/17,8/29/17,1 year 5 months.,0
815,3721,1309,Lisa,82,261,Domestic Short Hair,4/27/16,0,1,1,0,19,6/15/16,6/15/16,3 years 7 months.,2.73
864,2150,725,Rhett,68,261,Domestic Short Hair,4/29/15,1,1,1,0,17,6/26/15,6/26/15,4 years 3 months.,3.71
4315,5023,2756,Lady (Gracie),68,261,Domestic Short Hair,12/31/16,0,1,1,0,4,2/18/17,2/18/17,1 year 0 months.,2.79
3792,8073,4219,Barbara Jean (Babs),63,261,Domestic Short Hair,11/6/11,0,1,1,0,3,12/15/17,12/15/17,8 years 1 month.,8.13
5026,10224,5702,Telly (Darby),69,243,Domestic Long Hair,8/28/16,1,1,1,0,9,9/7/18,9/7/18,2 years 6 months.,8.8
424,1082,310,Mr. Tea,3,261,Domestic Short Hair,9/3/05,1,1,1,0,11,9/11/14,9/11/14,11 years 8 months.,0
4873,5921,3351,Puma (Major Tom),69,252,Domestic Medium Hair,4/12/17,1,1,1,0,4,7/12/17,7/12/17,8 months.,0
260,631,245,Little Toby,74,261,Domestic Short Hair,5/1/14,1,1,1,0,4,7/18/14,7/18/14,3 years 0 months.,0
5610,7613,4000,Pinecone,1,252,Domestic Medium Hair,10/9/16,0,1,1,0,3,10/6/17,10/6/17,1 year 5 months.,5.8
885,2182,288,Los Feliz (Felix),74,261,Domestic Short Hair,8/10/09,1,1,1,0,2,8/8/14,7/27/15,11 years 3 months.,16.1
363,906,288,Los Feliz (Felix),74,261,Domestic Short Hair,8/10/09,1,1,1,0,2,8/8/14,7/27/15,11 years 3 months.,16.1
5159,6378,3537,Ishmael (Ali),1,261,Domestic Short Hair,6/14/17,1,1,1,0,4,8/3/17,8/3/17,8 months.,3.21
4226,4927,2744,Peter Rabbit,90,243,Domestic Long Hair,8/13/15,1,1,1,0,9,2/13/17,2/13/17,2 years 3 months.,8.75
948,6377,3774,Patrick,79,261,Domestic Short Hair,7/11/17,1,1,1,0,19,9/1/17,9/1/17,2 years 7 months.,3
4543,5276,2952,Kristy,3,261,Domestic Short Hair,11/19/16,0,1,1,0,10,4/21/17,4/21/17,10 months.,7.55
1212,3090,1083,Jack,68,261,Domestic Short Hair,10/16/13,1,1,1,0,5,2/16/16,2/16/16,3 years 7 months.,13.6
5170,6379,3785,Pickles (Kate),64,261,Domestic Short Hair,7/11/17,0,1,1,0,19,9/1/17,9/1/17,2 years 11 months.,2.7
5776,7774,3733,Roberta (Kendra),81,261,Domestic Short Hair,7/7/17,0,1,1,0,10,8/25/17,8/25/17,9 months.,5.08
377,943,70,Wesley,3,261,Domestic Short Hair,7/1/99,1,1,1,0,6,7/1/04,7/1/04,20 years 3 months.,0
6992,9914,4933,Mildred,1,261,Domestic Short Hair,5/15/04,0,1,1,0,15,5/24/18,5/24/18,16 years 1 month.,5.85
1072,2686,927,Ben,3,243,Domestic Long Hair,8/12/15,1,1,1,0,10,11/18/15,11/18/15,3 years 0 months.,4.65
5244,6696,3760,Larry,69,261,Domestic Short Hair,7/19/17,1,1,1,0,4,8/30/17,8/30/17,2 years 0 months.,2
7947,11361,6132,Dudley,68,261,Domestic Short Hair,10/23/13,1,1,1,0,9,11/9/18,11/9/18,6 years 0 months.,12.12
5244,6695,3768,Lucas,96,261,Domestic Short Hair,7/19/17,1,1,1,0,4,8/30/17,8/30/17,1 year 11 months.,2.13
468,1186,367,Freddie,98,261,Domestic Short Hair,9/4/14,1,1,1,0,4,10/4/14,10/4/14,4 years 7 months.,0
5740,7720,4316,China (Pug),68,261,Domestic Short Hair,8/29/17,0,1,1,0,19,12/5/17,12/5/17,7 months.,2.85
6872,9674,4844,Gerard,62,252,Domestic Medium Hair,4/27/14,1,2,1,0,24,4/27/18,4/27/18,4 years 8 months.,11.8
166,1761,601,Ernie,68,252,Domestic Medium Hair,2/18/15,1,1,1,0,4,4/1/15,4/1/15,4 years 6 months.,3.28
9820,14171,7775,Wiggle (Snowball),88,261,Domestic Short Hair,7/5/19,1,1,1,0,32,8/2/19,8/2/19,1 year 4 months.,3.2
4850,8335,4200,Rumpke (Romeo),79,261,Domestic Short Hair,2/1/17,1,1,1,0,10,11/29/17,11/29/17,2 years 9 months.,8.89
5215,6460,3689,Zuma,3,252,Domestic Medium Hair,3/23/17,0,1,1,0,5,8/29/17,8/29/17,2 years 9 months.,5.44
7248,10257,5682,Nehemiah (Hercules),97,261,Domestic Short Hair,3/28/18,1,1,1,0,19,9/8/18,9/8/18,1 year 0 months.,6.2
5843,7948,3941,Ned (Nikko),3,252,Domestic Medium Hair,9/28/15,1,1,1,0,8,11/24/17,11/24/17,4 years 8 months.,11.9
1089,6018,3461,Virginia (Ginny),6,261,Domestic Short Hair,5/19/17,0,1,1,0,4,7/28/17,7/28/17,2 years 2 months.,2.41
3188,4218,1489,Archie,79,261,Domestic Short Hair,8/9/16,1,1,1,0,4,9/27/16,9/27/16,1 year 11 months.,2.62
295,729,123,Archie,74,261,Domestic Short Hair,10/17/12,1,1,1,0,10,4/16/14,6/18/14,6 years 3 months.,0
147,320,123,Archie,74,261,Domestic Short Hair,10/17/12,1,1,1,0,10,4/16/14,6/18/14,6 years 3 months.,0
5709,7654,4174,Ares,79,261,Domestic Short Hair,7/14/17,1,1,1,0,4,11/22/17,11/22/17,1 year 10 months.,5.9
6465,9204,5039,Gidget (CeCe),67,261,Domestic Short Hair,4/6/18,0,1,1,0,19,6/8/18,6/8/18,1 year 1 month.,2.54
5748,7719,4182,Marley (Bo),68,261,Domestic Short Hair,8/31/17,1,1,1,0,19,11/27/17,11/27/17,3 years 0 months.,4.6
9518,13715,7690,Gouda,3,261,Domestic Short Hair,4/12/19,1,1,1,0,31,8/5/19,8/5/19,1 year 1 month.,5.83
7179,10497,5889,Licorice,1,261,Domestic Short Hair,4/27/18,0,1,0,0,24,9/20/18,9/20/18,1 year 2 months.,4.3
3489,4241,1480,Sundance,69,261,Domestic Short Hair,6/21/16,1,1,1,0,5,9/21/16,9/21/16,4 years 2 months.,4.01
5476,6933,3955,Victor (Finn),79,243,Domestic Long Hair,8/9/17,1,1,1,0,4,9/28/17,9/28/17,2 years 5 months.,2.74
6872,9672,5538,Gypsy,67,261,Domestic Short Hair,8/7/17,0,1,1,0,24,8/7/18,8/7/18,2 years 0 months.,0
9573,13767,7759,Naomi,74,243,Domestic Long Hair,8/1/18,0,1,1,0,2,8/8/19,8/8/19,1 year 1 month.,7.37
7548,10797,5956,Betsy,81,261,Domestic Short Hair,7/17/18,0,1,1,0,4,10/9/18,10/9/18,11 months.,4.5
5955,8155,4080,Constantine,1,261,Domestic Short Hair,7/17/17,1,1,1,0,24,10/17/17,10/17/17,6 months.,5.1
4463,5174,1014,Jem,3,261,Domestic Short Hair,12/6/15,0,1,1,0,9,1/11/16,4/14/17,2 years 3 months.,9.31
1179,3003,1014,Jem,3,261,Domestic Short Hair,12/6/15,0,1,1,0,9,1/11/16,4/14/17,2 years 3 months.,9.31
4455,5188,2948,Mary Anne,64,252,Domestic Medium Hair,11/19/16,0,1,1,0,3,4/21/17,4/21/17,3 years 9 months.,6.43
9833,14208,7792,Royal,74,252,Domestic Medium Hair,8/8/18,0,1,1,0,8,8/17/19,8/17/19,1 year 1 month.,7.23
5837,7923,3862,Stellaluna,68,261,Domestic Short Hair,1/1/17,0,1,1,0,10,10/20/17,10/20/17,2 years 6 months.,8.83
266,643,140,Robin,1,261,Domestic Short Hair,3/24/14,0,1,1,0,4,4/30/14,6/21/14,4 years 8 months.,0
154,346,140,Robin,1,261,Domestic Short Hair,3/24/14,0,1,1,0,4,4/30/14,6/21/14,4 years 8 months.,0
14117,19937,10708,Ursa,2,243,Domestic Long Hair,6/3/13,0,1,1,0,19,11/6/20,1/4/21,7 years 9 months.,9.7
9367,19767,10708,Ursa,2,243,Domestic Long Hair,6/3/13,0,1,1,0,19,11/6/20,1/4/21,7 years 9 months.,9.7
1538,3892,1380,Flareon,89,252,Domestic Medium Hair,5/3/16,0,1,1,0,4,7/26/16,7/26/16,3 years 5 months.,4.51
8164,11631,6659,Paris,74,252,Domestic Medium Hair,7/22/18,0,1,1,0,4,1/28/19,1/28/19,10 months.,5.7
763,1763,589,Ruthie,3,243,Domestic Long Hair,3/22/10,0,1,1,0,2,3/21/15,3/21/15,9 years 2 months.,7.75
1208,6291,3703,Kookie,74,261,Domestic Short Hair,7/6/17,1,1,1,0,19,8/17/17,8/17/17,26 weeks.,2.37
4910,6001,3495,Achilles (Johnny Cash),69,252,Domestic Medium Hair,4/27/17,1,1,1,0,19,8/3/17,8/3/17,7 months.,4.51
6599,9143,4716,Lucipurr,1,261,Domestic Short Hair,10/20/16,1,1,1,0,24,3/21/18,3/21/18,3 years 4 months.,8
6207,9707,5525,Sundae (Opal),107,319,Snowshoe Mix,5/12/18,0,1,1,0,19,8/4/18,8/4/18,2 years 5 months.,0
4446,5145,2803,Melvin,68,261,Domestic Short Hair,3/2/17,1,1,1,0,4,3/6/17,3/6/17,2 years 3 months.,3.38
998,2444,844,Darby,68,261,Domestic Short Hair,6/6/15,0,1,1,0,4,10/6/15,10/6/15,4 years 4 months.,3.23
5989,8231,4443,Tinsel,74,261,Domestic Short Hair,3/28/17,0,1,1,0,19,2/5/18,2/5/18,2 years 8 months.,4.2
5142,6359,3414,Fabulous,69,261,Domestic Short Hair,6/6/17,1,1,1,0,6,7/17/17,7/17/17,21 weeks.,4.12
949,2317,781,Judd Nelson (BB King),63,252,Domestic Medium Hair,6/2/15,1,1,1,0,17,8/25/15,8/25/15,3 years 4 months.,9.6
1186,3021,1027,Reece,6,243,Domestic Long Hair,1/15/14,0,1,1,0,10,1/15/16,1/15/16,4 years 9 months.,9.67
965,2344,44,Sorin,69,261,Domestic Short Hair,4/25/11,1,1,1,0,5,6/9/11,6/9/11,7 years 0 months.,14.09
3802,11795,5786,Nova,1,261,Domestic Short Hair,9/11/17,0,1,1,0,10,9/21/18,9/21/18,2 years 10 months.,11.33
505,1280,382,Lars,68,261,Domestic Short Hair,10/4/14,1,1,1,0,11,10/17/14,10/17/14,2 years 7 months.,0
